Node_id,Cluster_assignments
0,0
1,7
2,3
3,6
4,7
5,3
6,2
7,3
8,0
9,6
10,0
11,8
12,1
13,0
14,6
15,3
16,4
17,9
18,2
19,1
20,7
21,3
22,1
23,7
24,3
25,7
26,8
27,0
28,4
29,5
30,2
31,7
32,1
33,1
34,0
35,2
36,6
37,7
38,3
39,1
40,7
41,0
42,2
43,4
44,1
45,6
46,7
47,3
48,7
49,8
50,2
51,7
52,8
53,7
54,3
55,0
56,7
57,3
58,0
59,3
60,1
61,3
62,1
63,0
64,6
65,2
66,3
67,7
68,7
69,2
70,1
71,2
72,0
73,0
74,1
75,3
76,4
77,3
78,7
79,9
80,3
81,7
82,5
83,0
84,0
85,4
86,0
87,3
88,7
89,6
90,8
91,5
92,0
93,1
94,7
95,2
96,2
97,7
98,7
99,3
100,7
101,7
102,2
103,3
104,7
105,6
106,0
107,2
108,4
109,7
110,2
111,4
112,1
113,4
114,7
115,6
116,3
117,3
118,0
119,1
120,2
121,7
122,7
123,6
124,8
125,5
126,6
127,6
128,2
129,7
130,2
131,8
132,7
133,8
134,3
135,7
136,4
137,7
138,1
139,3
140,0
141,9
142,0
143,7
144,0
145,1
146,5
147,6
148,3
149,3
150,6
151,0
152,3
153,6
154,7
155,2
156,7
157,3
158,7
159,0
160,5
161,1
162,2
163,3
164,9
165,3
166,9
167,7
168,7
169,7
170,7
171,7
172,7
173,1
174,0
175,7
176,9
177,3
178,6
179,0
180,7
181,3
182,7
183,6
184,5
185,1
186,8
187,3
188,7
189,7
190,2
191,4
192,1
193,3
194,3
195,2
196,7
197,6
198,3
199,5
200,1
201,7
202,2
203,1
204,7
205,0
206,2
207,1
208,5
209,0
210,5
211,5
212,5
213,5
214,7
215,8
216,3
217,7
218,5
219,6
220,0
221,0
222,0
223,6
224,3
225,3
226,3
227,6
228,3
229,2
230,3
231,7
232,4
233,6
234,3
235,0
236,6
237,6
238,0
239,8
240,6
241,4
242,5
243,4
244,2
245,3
246,3
247,9
248,5
249,0
250,6
251,3
252,1
253,7
254,1
255,0
256,4
257,0
258,7
259,8
260,9
261,6
262,3
263,7
264,4
265,7
266,3
267,3
268,7
269,4
270,3
271,7
272,7
273,4
274,0
275,2
276,8
277,5
278,6
279,1
280,3
281,7
282,4
283,0
284,6
285,3
286,0
287,2
288,6
289,3
290,6
291,3
292,3
293,0
294,3
295,5
296,0
297,0
298,7
299,0
300,6
301,5
302,5
303,3
304,0
305,7
306,9
307,0
308,7
309,3
310,7
311,7
312,1
313,7
314,7
315,3
316,1
317,7
318,7
319,4
320,3
321,3
322,4
323,9
324,7
325,6
326,7
327,6
328,1
329,1
330,5
331,0
332,7
333,6
334,3
335,7
336,3
337,6
338,3
339,7
340,6
341,1
342,9
343,4
344,3
345,3
346,7
347,7
348,9
349,4
350,0
351,0
352,7
353,0
354,7
355,0
356,3
357,5
358,3
359,1
360,0
361,0
362,5
363,6
364,7
365,5
366,4
367,3
368,3
369,3
370,2
371,3
372,3
373,7
374,6
375,0
376,1
377,2
378,7
379,4
380,3
381,3
382,6
383,4
384,0
385,7
386,6
387,6
388,4
389,3
390,5
391,6
392,4
393,6
394,7
395,3
396,7
397,2
398,1
399,2
400,0
401,0
402,2
403,3
404,7
405,8
406,6
407,3
408,7
409,5
410,3
411,5
412,0
413,7
414,7
415,5
416,4
417,4
418,7
419,3
420,3
421,7
422,6
423,0
424,8
425,7
426,5
427,1
428,5
429,7
430,6
431,7
432,7
433,3
434,3
435,4
436,4
437,3
438,0
439,1
440,7
441,3
442,3
443,4
444,3
445,7
446,0
447,7
448,3
449,3
450,0
451,6
452,4
453,2
454,8
455,2
456,3
457,7
458,2
459,7
460,3
461,4
462,0
463,7
464,7
465,0
466,3
467,2
468,7
469,7
470,7
471,3
472,8
473,3
474,1
475,4
476,1
477,9
478,2
479,7
480,3
481,7
482,6
483,4
484,9
485,8
486,3
487,4
488,4
489,2
490,1
491,5
492,0
493,4
494,3
495,9
496,3
497,3
498,2
499,5
500,3
501,4
502,7
503,5
504,3
505,1
506,2
507,0
508,1
509,4
510,0
511,5
512,5
513,9
514,5
515,5
516,5
517,2
518,3
519,8
520,4
521,7
522,7
523,4
524,3
525,6
526,7
527,4
528,2
529,1
530,3
531,7
532,3
533,7
534,6
535,7
536,1
537,0
538,1
539,1
540,6
541,1
542,8
543,1
544,4
545,7
546,7
547,3
548,4
549,6
550,0
551,1
552,4
553,2
554,4
555,3
556,3
557,7
558,6
559,3
560,9
561,9
562,7
563,5
564,6
565,3
566,3
567,6
568,4
569,5
570,0
571,0
572,6
573,7
574,2
575,4
576,2
577,7
578,9
579,8
580,7
581,7
582,3
583,3
584,1
585,1
586,1
587,2
588,1
589,6
590,2
591,9
592,2
593,8
594,6
595,6
596,3
597,5
598,5
599,7
600,5
601,3
602,3
603,8
604,8
605,3
606,7
607,1
608,2
609,3
610,3
611,9
612,3
613,3
614,5
615,3
616,1
617,4
618,1
619,2
620,1
621,0
622,7
623,0
624,7
625,3
626,5
627,4
628,3
629,6
630,4
631,3
632,3
633,4
634,8
635,0
636,7
637,2
638,6
639,3
640,6
641,5
642,2
643,0
644,7
645,1
646,6
647,2
648,3
649,6
650,6
651,3
652,0
653,7
654,4
655,2
656,8
657,3
658,3
659,4
660,3
661,7
662,1
663,6
664,4
665,1
666,1
667,8
668,1
669,7
670,3
671,4
672,5
673,0
674,0
675,7
676,3
677,3
678,5
679,7
