Node_id,Cluster_assignments
0,2
1,7
2,3
3,6
4,7
5,3
6,5
7,3
8,2
9,6
10,2
11,8
12,1
13,2
14,6
15,3
16,4
17,0
18,5
19,1
20,7
21,3
22,1
23,7
24,3
25,7
26,8
27,2
28,4
29,0
30,5
31,7
32,1
33,1
34,2
35,5
36,6
37,7
38,3
39,1
40,7
41,2
42,5
43,4
44,1
45,6
46,7
47,3
48,7
49,8
50,5
51,7
52,8
53,7
54,3
55,2
56,7
57,3
58,2
59,3
60,1
61,3
62,1
63,2
64,6
65,5
66,3
67,7
68,7
69,5
70,1
71,5
72,2
73,2
74,1
75,3
76,4
77,3
78,7
79,0
80,3
81,7
82,0
83,2
84,2
85,4
86,2
87,3
88,7
89,6
90,8
91,0
92,2
93,1
94,7
95,5
96,5
97,7
98,7
99,3
100,7
101,7
102,5
103,3
104,7
105,6
106,2
107,5
108,4
109,7
110,5
111,4
112,1
113,4
114,7
115,6
116,3
117,3
118,2
119,1
120,5
121,7
122,7
123,6
124,8
125,0
126,6
127,6
128,5
129,7
130,5
131,8
132,7
133,8
134,3
135,7
136,4
137,7
138,1
139,3
140,2
141,0
142,2
143,7
144,2
145,1
146,0
147,6
148,3
149,3
150,6
151,2
152,3
153,6
154,7
155,5
156,7
157,3
158,7
159,2
160,0
161,1
162,5
163,3
164,0
165,3
166,0
167,7
168,7
169,7
170,7
171,7
172,7
173,1
174,2
175,7
176,0
177,3
178,6
179,2
180,7
181,3
182,7
183,6
184,0
185,1
186,8
187,3
188,7
189,7
190,5
191,4
192,1
193,3
194,3
195,5
196,7
197,6
198,3
199,0
200,1
201,7
202,5
203,1
204,7
205,2
206,5
207,1
208,0
209,2
210,0
211,0
212,0
213,0
214,7
215,8
216,3
217,7
218,0
219,6
220,2
221,2
222,2
223,6
224,3
225,3
226,3
227,6
228,3
229,5
230,3
231,7
232,4
233,6
234,3
235,2
236,6
237,6
238,2
239,8
240,6
241,4
242,0
243,4
244,5
245,3
246,3
247,0
248,0
249,2
250,6
251,3
252,1
253,7
254,1
255,2
256,4
257,2
258,7
259,8
260,0
261,6
262,3
263,7
264,4
265,7
266,3
267,3
268,7
269,4
270,3
271,7
272,7
273,4
274,2
275,5
276,8
277,0
278,6
279,1
280,3
281,7
282,4
283,2
284,6
285,3
286,2
287,5
288,6
289,3
290,6
291,3
292,3
293,2
294,3
295,0
296,2
297,2
298,7
299,2
300,6
301,0
302,0
303,3
304,2
305,7
306,0
307,2
308,7
309,3
310,7
311,7
312,1
313,7
314,7
315,3
316,1
317,7
318,7
319,4
320,3
321,3
322,4
323,0
324,7
325,6
326,7
327,6
328,1
329,1
330,0
331,2
332,7
333,6
334,3
335,7
336,3
337,6
338,3
339,7
340,6
341,1
342,0
343,4
344,3
345,3
346,7
347,7
348,0
349,4
350,2
351,2
352,7
353,2
354,7
355,2
356,3
357,0
358,3
359,1
360,2
361,2
362,0
363,6
364,7
365,0
366,4
367,3
368,3
369,3
370,5
371,3
372,3
373,7
374,6
375,2
376,1
377,5
378,7
379,4
380,3
381,3
382,6
383,4
384,2
385,7
386,6
387,6
388,4
389,3
390,0
391,6
392,4
393,6
394,7
395,3
396,7
397,5
398,1
399,5
400,2
401,2
402,5
403,3
404,7
405,8
406,6
407,3
408,7
409,0
410,3
411,0
412,2
413,7
414,7
415,0
416,4
417,4
418,7
419,3
420,3
421,7
422,6
423,2
424,8
425,7
426,0
427,1
428,0
429,7
430,6
431,7
432,7
433,3
434,3
435,4
436,4
437,3
438,2
439,1
440,7
441,3
442,3
443,4
444,3
445,7
446,2
447,7
448,3
449,3
450,2
451,6
452,4
453,5
454,8
455,5
456,3
457,7
458,5
459,7
460,3
461,4
462,2
463,7
464,7
465,2
466,3
467,5
468,7
469,7
470,7
471,3
472,8
473,3
474,1
475,4
476,1
477,0
478,5
479,7
480,3
481,7
482,6
483,4
484,0
485,8
486,3
487,4
488,4
489,5
490,1
491,0
492,2
493,4
494,3
495,0
496,3
497,3
498,5
499,0
500,3
501,4
502,7
503,0
504,3
505,1
506,5
507,2
508,1
509,4
510,2
511,0
512,0
513,0
514,0
515,0
516,0
517,5
518,3
519,8
520,4
521,7
522,7
523,4
524,3
525,6
526,7
527,4
528,5
529,1
530,3
531,7
532,3
533,7
534,6
535,7
536,1
537,2
538,1
539,1
540,6
541,1
542,8
543,1
544,4
545,7
546,7
547,3
548,4
549,6
550,2
551,1
552,4
553,5
554,4
555,3
556,3
557,7
558,6
559,3
560,0
561,0
562,7
563,0
564,6
565,3
566,3
567,6
568,4
569,0
570,2
571,2
572,6
573,7
574,5
575,4
576,5
577,7
578,0
579,8
580,7
581,7
582,3
583,3
584,1
585,1
586,1
587,5
588,1
589,6
590,5
591,0
