53387266	0
2012266507	1
2169053198	2
2153070627	3
2238423079	4
2128789554	5
2165874743	6
2115108919	7
2028355641	8
1327162	9
2132820034	10
2160345156	11
2168995909	12
2101534792	13
1970348112	14
2135449683	15
2156896344	16
2168717408	17
2096537696	18
2065252448	19
2055266411	20
2141880430	21
2105196656	22
2028904582	23
2151153808	24
2174976145	25
2096160932	26
2039120037	27
2147565737	28
2097266862	29
2109628597	30
90294	31
2097496246	32
2144583862	33
1985142965	34
2144952508	35
2076287166	36
1957912766	37
2110693578	38
1980817610	39
1984446671	40
2009333972	41
109977818	42
1529520349	43
2153390303	44
2148548837	45
1578959085	46
1327342	47
2153472243	48
2148606196	49
2163466490	50
1576501501	51
2831794431	52
2050171146	53
2130313487	54
188688	55
2011103514	56
2087739686	57
1995301158	58
2158108973	59
2160517426	60
885045	61
2088911157	62
2963169589	63
2590474552	64
2165948731	65
2129559874	66
1486717255	67
2158633287	68
1496056137	69
2146574666	70
2177982799	71
1492459858	72
1835499858	73
1557479765	74
2126061911	75
2127356261	76
1604329830	77
2001805670	78
1482031469	79
2166776180	80
2052710775	81
2088386938	82
2001125761	83
2160951686	84
189596042	85
2110652811	86
2152161678	87
1515905426	88
2157027735	89
1500570021	90
2169708967	91
2042323369	92
2143429034	93
2156192173	94
2099454382	95
1993204154	96
2085609918	97
2169307587	98
745926	99
2167538128	100
2141405654	101
2286477783	102
344537	103
2090852828	104
2126848481	105
2134131174	106
2098807270	107
2169324011	108
1122808	109
2038030840	110
2135974394	111
2036244988	112
2049204733	113
1847149053	114
1271259649	115
2167702024	116
2130158090	117
2296291850	118
2151580170	119
2131255818	120
2138497556	121
1867186709	122
2130485792	123
128647713	124
2018165284	125
2058347046	126
1606607399	127
172032552	128
2030969394	129
2397807156	130
2169815604	131
1980400192	132
1493942848	133
1668989518	134
2158051918	135
2110325328	136
162964049	137
2525127255	138
193356382	139
803423	140
1786331745	141
2126422625	142
2029134438	143
2142159465	144
2096849514	145
2033590892	146
1996857980	147
2161443453	148
1530151551	149
1483661952	150
174178946	151
2127020676	152
2046927501	153
1969463949	154
1490412181	155
2943353498	156
1969234587	157
2007327392	158
2165981858	159
2133361319	160
2155569834	161
2116690618	162
2112250557	163
2024932032	164
40190665	165
2089247435	166
2066277072	167
2123006679	168
1484833499	169
2912707296	170
2102936290	171
2050515685	172
2018140906	173
2102625004	174
664311	175
2126717690	176
1560724230	177
2146435850	178
2089165579	179
2061779725	180
246555	181
2142864156	182
2096472861	183
2148827938	184
1997841190	185
2003116861	186
2172085063	187
1608524621	188
1760641869	189
1585832782	190
2110669667	191
1180520	192
2025595753	193
2110325612	194
2138014578	195
2147042167	196
2007352190	197
2149393279	198
1495524224	199
2081948558	200
1676985236	201
1507705751	202
2028569501	203
2115822498	204
1891410852	205
2126734246	206
2005574568	207
1914749871	208
2130273202	209
754613	210
2151531457	211
2158322625	212
2167882693	213
2068243398	214
1505051593	215
2026406865	216
2129150932	217
2097341408	218
1551385575	219
2103804906	220
2157380596	221
2108687351	222
2133992441	223
2111448058	224
1541653499	225
2052187131	226
2033026043	227
2081580037	228
2031903754	229
1000462	230
2040480791	231
2165687335	232
1987421230	233
681007	234
2153284654	235
2112652344	236
2061141051	237
2140095548	238
16999496	239
17474635	240
2132083787	241
2123400271	242
1872249939	243
2100438118	244
2121360488	245
2123474039	246
1531602039	247
2041873531	248
2012808318	249
1575634047	250
2144502914	251
2006647942	252
2138662031	253
795791	254
1493910671	255
19784850	256
844961	257
206898339	258
2032714926	259
2090083512	260
1491903675	261
2155971774	262
2147755199	263
2101576896	264
1854866626	265
2401715402	266
2123457740	267
2030224590	268
2096088275	269
1816257748	270
53707990	271
2914206936	272
2951415005	273
1836491999	274
845024	275
118605032	276
2950292719	277
2170496240	278
2139825393	279
1561339125	280
2094974204	281
2040833276	282
136324354	283
197896	284
2163352848	285
2115364117	286
2168816919	287
2125055259	288
2030658843	289
1600046366	290
2121147683	291
2120779048	292
2136294701	293
2149041454	294
2124637492	295
2103428420	296
1997907270	297
150537544	298
2121647436	299
2121516364	300
2017723724	301
117785935	302
1790231888	303
1538622809	304
2148885851	305
2153252192	306
2018469219	307
763243	308
1172845	309
2123736436	310
2121516411	311
85558654	312
2065253760	313
2062058882	314
2151433603	315
1480615301	316
836998	317
2166646151	318
796041	319
1140107	320
2148484494	321
2072233361	322
2199389590	323
2001692054	324
2552538526	325
1572693407	326
681381	327
2119067045	328
2032117162	329
2133632438	330
2031781307	331
2025874878	332
181698	333
42640848	334
2029307344	335
1586439642	336
2156905948	337
1525245406	338
2059429344	339
2113570274	340
1527383531	341
2153653739	342
1591723504	343
1487103474	344
2139882995	345
1617290740	346
1537336823	347
1991271936	348
2137392640	349
1238551	350
2127799833	351
1982768666	352
2168227362	353
1553696291	354
2136073770	355
1585743408	356
2137245235	357
2404197940	358
1971947061	359
1560798775	360
2963670588	361
1976682045	362
1970161214	363
2121492030	364
2107082304	365
2094097985	366
1972028996	367
2163918411	368
2127128140	369
1483908684	370
2149795409	371
359818833	372
2077812306	373
2138474070	374
1561740892	375
2061936223	376
1565369953	377
2084144744	378
1926350444	379
2118985333	380
2107410045	381
2020255359	382
2148615815	383
1972438667	384
110175884	385
1590363793	386
1975682709	387
2156218005	388
1688	389
1997211290	390
2984650398	391
2114463407	392
2167039673	393
2165573307	394
2117805756	395
2036999870	396
2113242816	397
55183045	398
2066073289	399
1539000009	400
2134378185	401
2100365007	402
2133436118	403
2100176599	404
1586677474	405
2158823144	406
2083899112	407
2150360808	408
2085218027	409
2131846894	410
2014881522	411
2100618994	412
2006337271	413
1937286904	414
1591469816	415
1565902586	416
2072348410	417
2121787132	418
665341	419
2185799421	420
2016487173	421
2394523401	422
1562027785	423
56444682	424
1851672339	425
2138359578	426
2159765281	427
2107107106	428
2163230500	429
1486776102	430
2055759658	431
2160682802	432
2118207282	433
2007369524	434
157468466	435
2144945977	436
27076413	437
2161444669	438
2064418625	439
2116790082	440
1539565377	441
2142136129	442
2143381319	443
1993983826	444
2166294367	445
2086618980	446
2162034534	447
1835509607	448
2116626285	449
2127890285	450
1551206255	451
1639032689	452
2138621811	453
2765989750	454
2163861376	455
179660676	456
2083686278	457
2078975878	458
2149558152	459
2162288523	460
2096056204	461
2064328587	462
2139621262	463
2401363858	464
2133026717	465
120121249	466
2144765857	467
28968868	468
2072897447	469
2012833704	470
2102740905	471
112502696	472
1974339500	473
1612556207	474
2150893487	475
62400434	476
2150950835	477
